CO,Gas,Temp,Humidity,Pressure,Oxygen,Alert,Escape_Time
0.46,381.94,32.05,57.6,1009.47,20.26,no,57.0
0.47,383.52,32.05,57.62,1009.46,20.22,no,56.9
0.43,369.55,32.08,57.83,1009.47,20.24,no,57.0
0.45,357.51,32.17,58.18,1009.57,20.26,no,57.0
0.44,357.51,32.31,58.64,1009.54,20.3,no,57.1
0.42,340.1,32.47,59.07,1009.52,20.21,no,57.1
0.44,356.03,32.57,58.82,1009.47,20.21,no,57.1
0.46,354.55,32.64,58.55,1009.49,20.19,no,57.0
0.45,357.51,32.67,58.27,1009.49,20.22,no,57.0
0.45,363.48,32.69,58.06,1009.46,20.23,no,57.1
0.46,364.99,32.69,57.87,1009.5,20.23,no,57.2
0.46,372.61,32.72,58.86,1009.49,20.26,no,57.2
0.46,366.5,32.86,59.71,1009.52,20.26,no,57.3
0.47,364.99,33.02,60.48,1009.55,20.28,no,57.3
0.45,368.02,33.18,61.23,1009.52,20.27,no,57.3
0.47,369.55,33.34,61.93,1009.46,20.28,no,57.4
0.47,371.08,33.42,61.43,1009.52,20.26,no,57.4
0.47,372.61,33.46,60.8,1009.45,20.25,no,57.4
0.46,372.61,33.46,60.24,1009.53,20.27,no,57.4
0.47,374.15,33.44,59.74,1009.51,20.29,no,57.5
0.46,374.15,33.41,59.3,1009.48,20.31,no,57.6
0.47,374.15,33.37,58.92,1009.49,20.29,no,57.6
0.47,375.7,33.33,58.63,1009.48,20.28,no,57.7
0.48,385.1,33.29,58.43,1009.5,20.25,no,57.7
0.49,397.95,33.25,58.19,1009.5,20.24,no,57.7
0.49,391.48,33.21,57.96,1009.47,20.23,no,57.7
0.49,402.87,33.16,57.77,1009.44,20.23,no,57.7
0.5,394.7,33.11,57.62,1009.44,20.23,no,57.7
0.49,404.52,33.06,57.5,1009.45,20.24,no,57.8
0.49,401.22,33.01,57.4,1009.44,20.24,no,57.8
0.5,402.87,32.96,57.33,1009.45,20.22,no,57.8
0.51,406.17,32.91,57.27,1009.41,20.24,no,57.8
0.51,404.52,32.86,57.25,1009.44,20.27,no,57.8
0.51,407.84,32.82,57.23,1009.45,20.28,no,57.9
0.52,414.55,32.77,57.21,1009.42,20.26,no,57.9
0.52,417.94,32.73,57.21,1009.42,20.25,no,57.9
0.51,411.18,32.68,57.2,1009.39,20.22,no,57.8
0.54,416.24,32.64,57.21,1009.41,20.22,no,57.7
0.51,411.18,32.6,57.21,1009.4,20.18,no,57.7
0.53,416.24,32.56,57.23,1009.39,20.18,no,57.6
0.51,411.18,32.53,57.24,1009.38,20.2,no,57.6
0.53,421.36,32.49,57.27,1009.43,20.25,no,57.6
0.52,414.55,32.46,57.31,1009.37,20.25,no,57.7
0.51,416.24,32.44,57.32,1009.35,20.26,no,57.7
0.51,411.18,32.41,57.31,1009.37,20.25,no,57.8
0.51,411.18,32.39,57.32,1009.4,20.25,no,57.8
0.54,416.24,32.37,57.32,1009.41,20.24,no,57.7
0.52,409.5,32.36,57.33,1009.39,20.26,no,57.6
0.54,396.32,32.35,57.34,1009.38,20.26,no,57.6
0.38,342.95,32.34,57.35,1009.38,20.23,no,57.6
1.91,479.5,32.33,57.37,1009.39,20.22,no,57.4
2.72,475.67,32.33,57.38,1009.39,20.19,no,57.1
2.12,497.09,32.32,57.41,1009.38,20.2,no,57.0
2.32,491.16,32.32,57.4,1009.41,20.18,no,56.8
2.26,475.67,32.31,57.41,1009.38,20.18,no,56.6
2.36,469.97,32.31,57.39,1009.37,20.21,no,56.3
2.37,464.33,32.31,57.33,1009.41,20.21,no,56.0
2.56,453.24,32.31,57.29,1009.36,20.2,no,55.7
2.61,458.76,32.3,57.26,1009.36,20.19,no,55.5
2.42,481.43,32.3,57.24,1009.37,20.2,no,55.5
2.43,466.2,32.29,57.23,1009.34,20.21,no,55.5
0.51,411.42,32.29,57.22,1009.35,20.0,no,55.5
0.51,400.0,32.28,57.21,1009.37,19.62,no,55.3
0.5,400.0,32.27,57.19,1009.36,19.23,Warning: Oxygen Fatigue (Low O2),54.5
0.53,378.13,32.27,57.18,1009.37,19.13,Warning: Oxygen Fatigue (Low O2),52.8
0.51,376.61,32.26,57.19,1009.33,19.12,Warning: Oxygen Fatigue (Low O2),46.5
0.51,372.08,32.26,57.19,1009.32,19.14,Warning: Oxygen Fatigue (Low O2),38.1
0.51,370.58,32.25,57.2,1009.33,19.15,Warning: Oxygen Fatigue (Low O2),31.2
0.51,363.17,32.24,57.2,1009.33,19.15,Warning: Oxygen Fatigue (Low O2),26.1
0.5,351.58,32.24,57.2,1009.37,19.12,Warning: Oxygen Fatigue (Low O2),22.4
0.51,360.24,32.24,57.21,1009.36,18.3,Warning: Oxygen Fatigue (Low O2),16.0
0.51,357.33,32.24,57.21,1009.32,18.9,Warning: Oxygen Fatigue (Low O2),14.7
0.54,360.24,32.24,57.22,1009.37,19.5,no,13.7
0.53,360.24,32.24,57.21,1009.36,20.83,no,13.3
0.54,351.58,32.24,57.22,1009.35,20.84,no,13.7
0.53,354.44,32.24,57.23,1009.35,20.82,no,15.7
0.56,366.12,32.23,57.23,1009.36,20.83,no,21.8
0.57,364.64,32.23,57.22,1009.36,20.81,no,30.6
0.53,353.01,32.23,57.2,1009.35,20.82,no,38.0
0.55,353.01,32.23,57.18,1009.35,20.82,no,43.4
0.54,357.33,32.23,57.18,1009.35,20.84,no,47.4
0.57,357.33,32.23,57.18,1009.36,20.84,no,50.5
0.58,353.01,32.23,57.19,1009.34,20.85,no,53.0
0.56,354.44,32.22,57.19,1009.37,20.84,no,54.7
0.57,354.44,32.22,57.2,1009.34,20.87,no,56.0
0.56,350.15,32.22,57.2,1009.34,20.87,no,56.8
0.56,354.44,32.22,57.19,1009.34,20.87,no,57.4
0.57,351.58,32.22,57.2,1009.33,20.84,no,57.8
0.57,351.58,32.22,57.21,1009.32,20.81,no,58.1
0.58,351.58,32.22,57.23,1009.29,20.84,no,58.3
0.56,353.01,32.22,57.25,1009.32,20.84,no,58.4
0.6,360.24,32.22,57.27,1009.31,20.86,no,58.5
0.59,360.24,32.22,57.29,1009.33,20.85,no,58.6
0.62,363.17,32.22,57.3,1009.3,20.83,no,58.7
0.61,366.12,32.21,57.32,1009.27,20.79,no,58.7
0.6,370.58,32.21,57.29,1009.31,20.77,no,58.6
0.58,360.24,32.21,57.29,1009.31,20.8,no,58.6
0.59,363.17,32.2,57.27,1009.3,20.82,no,58.6
0.6,360.24,32.2,57.26,1009.37,20.83,no,58.6
0.6,358.78,32.2,57.23,1009.32,20.81,no,58.6
0.6,358.78,32.2,57.2,1009.33,20.8,no,58.7
0.57,354.44,32.2,57.15,1009.32,20.79,no,58.6
0.56,350.15,32.21,57.11,1009.35,20.79,no,58.6
0.56,350.15,32.21,57.06,1009.32,20.8,no,58.6
0.57,350.15,32.22,57.02,1009.33,20.81,no,58.6
0.58,351.58,32.22,57.0,1009.31,20.81,no,58.6
0.58,357.33,32.23,56.99,1009.32,20.81,no,58.6
0.6,357.33,32.23,56.99,1009.29,20.81,no,58.5
0.61,360.24,32.23,57.0,1009.29,20.81,no,58.5
0.6,364.64,32.23,57.03,1009.3,20.81,no,58.5
0.6,364.64,32.23,57.05,1009.32,20.81,no,58.5
0.62,357.33,32.23,57.07,1009.3,20.77,no,58.5
0.58,353.01,32.23,57.07,1009.24,20.77,no,58.4
0.59,358.78,32.23,57.08,1009.25,20.78,no,58.4
0.58,364.64,32.23,57.09,1009.23,20.83,no,58.4
0.6,357.33,32.23,57.09,1009.24,20.84,no,58.5
0.59,357.33,32.24,57.1,1009.24,20.82,no,58.5
0.59,357.33,32.24,57.13,1009.22,20.83,no,58.6
0.61,353.01,32.24,57.15,1009.22,20.83,no,58.6
0.58,355.89,32.24,57.18,1009.21,20.83,no,58.6
0.6,354.44,32.25,57.2,1009.24,20.77,no,58.5
0.58,350.15,32.25,57.2,1009.23,20.77,no,58.5
0.57,348.73,32.25,57.24,1009.26,20.7,no,58.5
0.6,347.32,32.26,57.26,1009.25,20.68,no,58.4
0.57,347.32,32.26,57.22,1009.25,20.63,no,58.3
0.58,343.1,32.27,57.21,1009.24,20.67,no,58.2
0.61,351.58,32.27,57.23,1009.23,20.7,no,58.2
0.61,350.15,32.28,57.25,1009.22,20.75,no,58.1
0.6,350.15,32.28,57.27,1009.24,20.74,no,58.2
0.6,350.15,32.28,57.27,1009.23,20.72,no,58.1
0.61,350.15,32.28,57.25,1009.2,20.69,no,58.1
0.61,350.15,32.29,57.25,1009.24,20.69,no,58.0
0.61,351.58,32.29,57.23,1009.22,20.69,no,57.9
0.61,355.89,32.29,57.22,1009.22,20.7,no,57.8
0.6,351.58,32.3,57.22,1009.21,20.7,no,57.8
0.61,350.15,32.3,57.2,1009.21,20.71,no,57.8
0.62,354.44,32.3,57.18,1009.21,20.72,no,57.9
0.61,350.15,32.3,57.18,1009.18,20.73,no,57.9
0.62,357.33,32.31,57.2,1009.18,20.74,no,57.9
0.63,360.24,32.31,57.25,1009.21,20.73,no,57.9
0.62,358.78,32.3,57.24,1009.2,20.72,no,57.9
0.61,360.24,32.3,57.25,1009.18,20.72,no,57.9
0.62,351.58,32.3,57.25,1009.19,20.73,no,57.9
0.92,493.38,32.3,57.37,1009.2,20.56,no,57.9
0.93,513.05,32.3,57.53,1009.2,20.23,no,57.6
0.95,513.05,32.3,57.55,1009.2,19.92,no,57.2
0.93,513.05,32.31,57.74,1009.21,19.78,no,56.6
0.93,505.1,32.32,57.96,1009.19,19.68,no,55.9
0.94,507.07,32.33,58.32,1009.18,19.63,no,55.2
0.93,507.07,32.34,58.43,1009.19,19.64,no,54.4
0.93,507.07,32.35,58.62,1009.2,19.66,no,51.8
0.94,491.45,32.35,58.94,1009.2,19.6,no,46.4
0.95,491.45,32.37,59.62,1009.21,19.6,no,40.0
0.94,481.91,32.39,59.84,1009.2,19.59,no,34.5
0.93,483.81,32.39,59.75,1009.18,19.59,no,30.4
0.94,503.13,32.4,59.88,1009.17,19.68,no,27.4
0.7,390.49,32.4,59.74,1009.19,19.77,no,25.3
0.68,360.24,32.4,59.73,1009.17,19.69,no,24.2
0.66,358.78,32.4,59.71,1009.14,19.41,Warning: Oxygen Fatigue (Low O2),23.8
1.15,545.98,32.4,59.62,1009.15,19.44,Warning: Oxygen Fatigue (Low O2),23.4
1.22,622.38,32.4,59.79,1009.18,19.9,no,23.1
1.14,617.63,32.4,59.66,1009.16,19.26,Warning: Oxygen Fatigue (Low O2),22.1
0.93,513.05,32.4,59.4,1009.15,19.34,Warning: Oxygen Fatigue (Low O2),20.9
0.92,509.06,32.4,59.18,1009.18,19.26,Warning: Oxygen Fatigue (Low O2),19.6
0.93,513.05,32.4,58.95,1009.13,20.44,no,18.7
1.02,545.98,32.39,58.74,1009.17,20.57,no,18.7
0.91,565.33,32.39,58.52,1009.14,20.9,no,20.4
0.88,548.1,32.39,58.31,1009.16,20.9,no,27.2
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.6
0.32,309.63,29.08,45.88,1007.74,19.08,Warning: Oxygen Fatigue (Low O2),46.7
0.27,278.34,29.03,45.99,1007.64,19.61,no,44.9
0.24,262.78,28.97,46.11,1007.64,20.05,no,42.1
0.25,263.79,28.91,46.23,1007.66,20.64,no,37.8
0.23,273.06,28.86,46.35,1007.68,20.8,no,33.9
0.23,272.02,28.81,46.46,1007.65,20.8,no,32.3
0.23,275.16,28.76,46.56,1007.61,20.78,no,34.0
0.23,268.9,28.72,46.65,1007.6,20.8,no,37.9
0.23,274.11,28.68,46.73,1007.66,20.78,no,41.5
0.23,263.79,28.64,46.81,1007.67,20.79,no,44.5
0.24,267.87,28.61,46.88,1007.67,20.81,no,46.8
0.24,272.02,28.58,46.94,1007.69,20.82,no,48.7
0.25,267.87,28.54,47.0,1007.66,20.79,no,50.1
0.25,278.34,28.51,47.07,1007.66,20.75,no,51.1
0.24,272.02,28.48,47.13,1007.69,20.75,no,51.8
0.24,276.21,28.45,47.19,1007.68,20.74,no,52.2
0.26,278.34,28.43,47.26,1007.67,20.76,no,52.5
0.26,281.54,28.41,47.32,1007.65,20.77,no,52.7
0.26,275.16,28.39,47.38,1007.67,20.78,no,52.9
0.24,279.4,28.37,47.42,1007.63,20.78,no,53.0
0.25,278.34,28.35,47.45,1007.66,20.79,no,53.1
0.25,278.34,28.33,47.49,1007.64,20.82,no,53.1
0.25,276.21,28.31,47.53,1007.63,20.84,no,53.2
0.26,278.34,28.29,47.59,1007.63,20.85,no,53.3
0.28,276.21,28.28,47.63,1007.64,20.82,no,53.3
0.27,279.4,28.26,47.67,1007.63,20.77,no,53.4
0.27,280.47,28.24,47.71,1007.65,20.75,no,53.4
0.27,270.97,28.22,47.75,1007.65,20.73,no,53.3
0.24,265.83,28.2,47.79,1007.66,20.74,no,53.3
0.25,272.02,28.18,47.83,1007.64,20.76,no,53.2
0.25,272.02,28.17,47.87,1007.68,20.79,no,53.2
0.24,272.02,28.15,47.91,1007.68,20.79,no,53.2
0.23,272.02,28.13,47.94,1007.68,20.79,no,53.2
0.22,269.94,28.11,47.99,1007.68,20.73,no,53.2
0.22,270.97,28.1,48.03,1007.66,20.7,no,53.2
0.22,262.78,28.08,48.07,1007.69,20.71,no,53.1
0.22,274.11,28.06,48.1,1007.74,20.74,no,53.1
0.22,272.02,28.04,48.14,1007.7,20.76,no,53.0
0.21,276.21,28.03,48.17,1007.69,20.73,no,53.0
0.21,272.02,28.01,48.21,1007.72,20.74,no,53.0
0.21,270.97,28.0,48.26,1007.73,20.74,no,53.0
0.21,265.83,27.99,48.3,1007.75,20.74,no,53.0
0.2,269.94,27.97,48.32,1007.73,20.69,no,53.0
0.2,269.94,27.96,48.35,1007.73,20.67,no,52.9
0.2,272.02,27.95,48.38,1007.72,20.66,no,52.9
0.21,269.94,27.93,48.4,1007.68,20.67,no,52.8
0.19,276.21,27.92,48.43,1007.7,20.74,no,52.8
0.2,273.06,27.91,48.48,1007.71,20.75,no,52.8
0.19,266.85,27.9,48.5,1007.68,20.74,no,52.8
0.19,263.79,27.88,48.53,1007.69,20.68,no,52.8
0.19,265.83,27.87,48.56,1007.7,20.72,no,52.8
0.19,261.77,27.86,48.6,1007.72,20.73,no,52.8
0.19,267.87,27.85,48.63,1007.73,20.73,no,52.8
0.19,263.79,27.84,48.66,1007.7,20.68,no,52.8
0.19,256.78,27.83,48.68,1007.7,20.67,no,52.8
0.18,259.76,27.82,48.71,1007.72,20.66,no,52.8
0.19,268.9,27.82,48.73,1007.68,20.63,no,52.7
0.18,261.77,27.81,48.76,1007.67,20.66,no,52.7
0.19,261.77,27.81,48.8,1007.63,20.71,no,52.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0.82,367.11,32.05,68.34,1011.1,19.12,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,57.5
0.81,386.3,32.05,68.34,1011.11,19.11,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,55.4
0.81,378.82,32.05,68.34,1011.13,19.11,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,52.3
0.81,395.46,32.05,68.35,1011.1,19.13,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,48.7
0.74,390.86,32.05,68.34,1011.11,19.12,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,45.1
0.74,384.8,32.05,68.34,1011.12,19.12,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,40.8
0.4,364.24,32.05,68.34,1011.13,18.49,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,35.8
0.41,370.01,32.05,68.34,1011.12,19.07,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,31.5
0.41,378.82,32.05,68.35,1011.11,19.69,no,28.4
0.42,380.3,32.05,68.35,1011.11,20.82,no,27.2
0.43,381.8,32.05,68.35,1011.12,20.8,no,29.8
0.4,378.82,32.05,68.35,1011.1,20.78,no,36.0
0.42,387.82,32.06,68.35,1011.09,20.77,no,41.5
0.43,397.01,32.06,68.36,1011.1,20.81,no,45.5
0.44,395.46,32.06,68.36,1011.1,20.82,no,48.4
0.44,397.01,32.07,68.35,1011.1,20.83,no,50.9
0.44,397.01,32.07,68.36,1011.1,20.82,no,53.3
0.49,406.39,32.08,68.35,1011.12,20.82,no,55.3
0.54,419.22,32.08,68.33,1011.12,20.81,no,56.7
0.51,412.76,32.09,68.32,1011.13,20.81,no,57.7
0.5,406.39,32.09,68.3,1011.15,20.8,no,58.4
0.51,400.11,32.09,68.29,1011.12,20.81,no,58.9
0.48,398.56,32.1,68.28,1011.1,20.83,no,59.2
0.51,400.11,32.1,68.27,1011.08,20.85,no,59.4
0.5,397.01,32.1,68.26,1011.09,20.86,no,59.6
0.47,393.92,32.1,68.25,1011.12,20.84,no,59.7
0.48,392.39,32.1,68.25,1011.1,20.82,no,59.8
0.48,395.46,32.1,68.25,1011.13,20.8,no,59.9
0.5,400.11,32.1,68.25,1011.1,20.79,no,59.9
0.5,400.11,32.1,68.24,1011.12,20.78,no,59.9
0.51,409.57,32.1,68.24,1011.12,20.8,no,60.0
0.49,406.39,32.11,68.24,1011.11,20.82,no,60.0
0.51,404.81,32.11,68.24,1011.12,20.83,no,60.0
0.52,406.39,32.11,68.23,1011.1,20.81,no,60.0
0.5,398.56,32.11,68.23,1011.11,20.8,no,60.0
0.48,400.11,32.11,68.23,1011.13,20.82,no,60.0
0.5,400.11,32.11,68.22,1011.08,20.83,no,60.0
0.48,395.46,32.11,68.22,1011.09,20.82,no,60.0
0.48,393.92,32.11,68.22,1011.1,20.82,no,60.0
0.48,395.46,32.1,68.22,1011.12,20.83,no,60.0
0.48,395.46,32.1,68.22,1011.11,20.83,no,60.0
0.48,400.11,32.1,68.22,1011.13,20.82,no,60.0
0.49,403.24,32.09,68.22,1011.1,20.8,no,60.0
0.51,411.16,32.09,68.23,1011.09,20.79,no,60.0
0.52,419.22,32.09,68.24,1011.11,20.8,no,60.0
0.51,409.57,32.09,68.24,1011.12,20.79,no,60.0
0.52,412.76,32.09,68.24,1011.11,20.78,no,60.0
0.49,393.92,32.09,68.24,1011.12,20.76,no,60.0
0.5,395.46,32.09,68.25,1011.09,20.77,no,60.0
0.5,404.81,32.09,68.25,1011.09,20.79,no,60.0
0.48,400.11,32.09,68.25,1011.12,20.82,no,60.0
0.5,398.56,32.09,68.25,1011.13,20.84,no,60.0
0.5,398.56,32.09,68.24,1011.12,20.85,no,60.0
0.53,401.68,32.09,68.24,1011.11,20.84,no,60.0
0.51,395.46,32.1,68.24,1011.12,20.83,no,60.0
0.5,398.56,32.1,68.24,1011.13,20.81,no,60.0
0.52,409.57,32.1,68.23,1011.13,20.84,no,60.0
0.51,395.46,32.1,68.22,1011.1,20.84,no,60.0
0.51,395.46,32.1,68.22,1011.12,20.85,no,60.0
0.49,395.46,32.09,68.22,1011.1,20.84,no,60.0
0.51,403.24,32.09,68.22,1011.11,20.83,no,60.0
0.51,397.01,32.09,68.22,1011.12,20.83,no,60.0
0.5,395.46,32.09,68.22,1011.14,20.83,no,60.0
0.5,395.46,32.09,68.23,1011.12,20.82,no,60.0
0.5,397.01,32.08,68.24,1011.11,20.82,no,60.0
0.52,398.56,32.08,68.25,1011.09,20.8,no,60.0
0.53,401.68,32.08,68.25,1011.11,20.81,no,60.0
0.57,417.6,32.08,68.26,1011.09,20.83,no,60.0
0.55,404.81,32.07,68.26,1011.11,20.85,no,60.0
0.54,397.01,32.07,68.27,1011.11,20.8,no,60.0
0.51,390.86,32.07,68.28,1011.12,20.78,no,60.0
0.52,395.46,32.06,68.29,1011.1,20.8,no,60.0
0.51,395.46,32.06,68.3,1011.09,20.85,no,60.0
0.53,398.56,32.06,68.3,1011.14,20.86,no,60.0
0.55,406.39,32.06,68.31,1011.11,20.83,no,60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),59.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),59.3
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),59.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.9
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),58.6
0.46,376.5,32.04,68.4,1011.09,19.01,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,57.5
0.46,375.04,32.04,68.4,1011.1,19.05,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,55.3
0.46,372.12,32.04,68.41,1011.09,19.1,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,52.1
0.57,367.79,32.04,68.42,1011.1,19.87,Notice: Oxygen levels dropping rapidly|Notice: CO2 levels increasing rapidly,48.8
0.67,379.44,32.03,68.44,1011.11,20.54,no,47.0
0.77,383.9,32.03,68.45,1011.13,21.2,no,49.0
0.58,380.92,32.03,68.46,1011.07,21.03,no,51.7
0.56,396.01,32.04,68.46,1011.07,21.04,no,53.1
0.54,396.01,32.04,68.46,1011.11,21.04,no,53.9
0.53,389.91,32.04,68.46,1011.12,21.03,no,54.8
0.52,392.95,32.04,68.46,1011.05,21.03,no,55.9
0.5,388.4,32.05,68.46,1011.08,21.0,no,57.1
0.51,391.43,32.05,68.46,1011.09,20.98,no,58.0
0.47,382.41,32.05,68.46,1011.1,21.01,no,58.6
0.51,392.95,32.06,68.45,1011.07,21.07,no,59.0
0.64,367.79,32.06,68.45,1011.05,21.11,no,59.3
0.6,369.23,32.06,68.44,1011.1,21.1,no,59.5
0.52,367.79,32.06,68.44,1011.08,21.1,no,59.7
0.58,392.95,32.06,68.44,1011.09,21.08,no,59.8
